alert_type,src_asset_criticality,dst_asset_criticality,user_risk_score,event_count_24h,failed_login_ratio,geo_distance_km,rule_severity,rule_historical_fpr,detection_confidence,is_known_fp_source,hour_of_day,kill_chain_stage,priority
data_exfil,3,3,16.370221182676005,4,0.0027866423695105122,76.13437464647646,3,0.10410196347891618,0.4152305718911366,0,5,initial_access,1
policy_violation,2,3,46.02262004221297,4,0.09877379807370759,946.8346653215256,5,0.41490005465629864,0.7033911245881582,0,13,recon,1
failed_login_burst,2,3,2.1851629547586375,3,0.038841862583722166,2020.6511184813974,4,0.4096585886668158,0.1529899193082235,1,8,lateral_movement,0
privilege_escalation,2,2,12.397677641286721,5,0.04388023120569979,7.0222722590305935,3,0.21532614291623778,0.1685318645447951,1,1,initial_access,0
malware_detected,4,2,55.24665413662735,3,0.020021673822477323,57.68122457474134,2,0.4481453332012726,0.6643181557211646,1,2,initial_access,1
privilege_escalation,3,4,19.654302197359417,5,0.16503207523473754,81.16909519286483,2,0.2268758100855545,0.41229143363146337,0,19,recon,1
policy_violation,4,1,32.99647039706875,1,0.17361214774957703,39.85188651964555,2,0.4290312196437553,0.28945195651337463,0,16,initial_access,0
malware_detected,4,4,4.015075984550366,5,0.08801067416826365,60.45767271498986,2,0.03810340689122984,0.45403304060992095,0,15,exfiltration,2
policy_violation,2,4,33.061080570815044,2,0.11917715771797036,51.33758563549454,3,0.053186440440724805,0.41403051462721435,0,13,execution,2
suspicious_process,4,3,6.581511346849298,1,0.027940892025863886,7.431991752706836,1,0.5829180109484067,0.28946164181677697,0,4,execution,1
malware_detected,3,4,50.23124407402953,37,0.44643781880666217,24.957231182845007,2,0.26806340429410613,0.5032969079412156,0,22,exfiltration,2
suspicious_process,5,3,11.573010443531775,0,0.08989365115078439,255.632951652475,5,0.32092806349470215,0.6168768416221151,0,12,lateral_movement,2
malware_detected,4,4,45.51945974630816,0,0.08075851525509664,2.888540438668636,3,0.5414779473467819,0.6430917588484326,1,11,lateral_movement,1
suspicious_process,4,5,5.27528299168381,7,0.004845260162954399,17.63702769734158,2,0.5816631618652901,0.28082224906246994,0,22,recon,1
privilege_escalation,2,2,26.510073129526717,2,0.07843037560604699,126.43801959112184,3,0.572915758440163,0.3115628692977335,0,14,lateral_movement,0
malware_detected,3,3,39.16205892416901,4,0.004114159079244512,1021.6997444898127,4,0.515560623083711,0.47711294010616606,1,21,recon,0
malware_detected,3,4,20.46889315405085,6,0.027327197833521503,20.843359473268816,4,0.04583744004278707,0.9783777673039233,1,13,initial_access,2
failed_login_burst,5,3,40.6839578192915,5,0.07582754345521207,1749.3047995406475,2,0.0863559721652482,0.5978054048769351,0,6,recon,2
privilege_escalation,4,2,6.707809365050609,2,0.25920821979360725,23.198575021431296,5,0.038669231184392645,0.5165724690678547,0,3,lateral_movement,2
suspicious_process,3,1,19.60711261757342,2,0.011163510060283155,388.7848197116574,3,0.053765982655266775,0.22564015716498048,0,22,exfiltration,2
data_exfil,3,3,15.542449365427766,1,0.0005952222375131176,25.10967685750451,4,0.5988450506374773,0.5817167098012274,1,2,initial_access,1
failed_login_burst,4,3,14.081434943032848,2,0.173796645615345,1082.5370947249573,2,0.5343835641142052,0.3060096884693764,0,15,lateral_movement,0
privilege_escalation,2,1,10.57578446411911,5,0.2490728211558243,1932.3184642979556,3,0.5548475290136603,0.2907047831114726,1,14,recon,0
failed_login_burst,2,5,29.913110284323196,5,0.000594039193717331,108.77311358756367,2,0.35970403521412264,0.5219549265829329,0,16,execution,2
failed_login_burst,5,2,26.678256924591455,4,0.09516133366478934,930.886463650128,3,0.30887862650361,0.5158378275804268,1,3,initial_access,1
suspicious_process,2,3,13.036979932186698,5,0.0067307354731494014,1263.3684587612083,5,0.3786668011769244,0.4111190485850594,0,17,recon,1
malware_detected,3,2,38.042605185181635,2,0.23198351754932114,27.20756366804841,3,0.3791275488751723,0.39026686531948934,0,5,execution,2
privilege_escalation,1,3,59.64561883389082,2,0.12445985563843313,80.02674680837274,2,0.10300485472740364,0.8756148692534297,0,19,initial_access,2
malware_detected,2,2,19.21099929967058,2,0.14766894675518735,969.1578090935415,5,0.21573109591391504,0.5419750362168785,0,1,initial_access,2
failed_login_burst,2,3,3.6711581578403236,3,0.00021434455801053634,34.63148676600079,2,0.4262025439894074,0.8183031359865419,0,14,execution,1
privilege_escalation,3,2,13.718897869751087,2,0.023580616319136462,94.02287856163544,3,0.2636695616839514,0.7211970800524586,0,17,initial_access,1
policy_violation,3,3,44.555829920471034,2,0.09966013021170016,19.999390076844747,2,0.24399085836615642,0.21930310061638375,0,3,execution,1
data_exfil,4,5,1.2805422920516547,3,0.5719799815152056,24.915357719140108,3,0.38774065139286595,0.5675507278690984,1,14,recon,1
suspicious_process,2,4,7.669447368524045,3,0.14428257568051656,73.10191140563278,4,0.4268011992891685,0.46914352924082753,0,8,initial_access,1
data_exfil,4,3,31.376082222436608,1,0.16464675398508305,42.55664288564907,3,0.47865082110028956,0.6340932784610267,0,22,exfiltration,2
malware_detected,2,2,39.690252792518365,2,0.2470502141996414,41.635492057731625,3,0.3317474324370333,0.24860185177936794,1,12,execution,1
policy_violation,1,5,19.24602289151206,2,0.06168601478281449,85.13230844308251,4,0.5707173938745751,0.8108394790850936,1,11,exfiltration,1
suspicious_process,3,3,34.58429870544499,4,0.25478773862720483,683.1838627622853,4,0.2268337216097685,0.38211068117048624,1,2,recon,0
policy_violation,3,1,27.09594271511373,4,0.420842637146361,140.5378957945966,4,0.580376039612008,0.6651915573977661,0,4,initial_access,1
suspicious_process,2,3,20.531290339251072,4,0.02978164382096558,26.98014296338164,1,0.4838909262344985,0.9020055868388562,1,16,recon,0
policy_violation,3,4,38.98038448966612,3,0.04380571132894205,27.571014330211792,3,0.14815251113008848,0.25612093888070975,1,2,initial_access,0
suspicious_process,3,3,7.669559802027387,2,2.0162031581772646e-06,9.282454161952964,2,0.5178678918927,0.5476535985616653,1,11,exfiltration,0
failed_login_burst,4,1,21.046977420424597,1,0.0007589816819427673,20.125424824583508,2,0.42211593222107735,0.6495878942237577,1,19,initial_access,0
policy_violation,3,4,45.11731353788628,2,0.1292180736201125,48.19565990356488,2,0.10556343297035121,0.19190116788100023,0,10,execution,1
malware_detected,2,2,33.08754409711126,3,0.045017065702414184,78.28156015306728,3,0.23033801700473458,0.9301695503429267,0,13,recon,1
malware_detected,2,2,38.88771428866386,4,0.2787360110498256,47.46653539330467,3,0.3366105336947149,0.40301924514497467,0,22,execution,1
data_exfil,3,2,22.674643986555687,6,0.0068635407944352645,15.194245651204632,4,0.02254687247254091,0.3721484329459416,0,13,exfiltration,2
suspicious_process,3,2,65.9493271656165,5,0.04196878604715942,28.017526290758738,3,0.43175438023498636,0.6506321168220932,1,0,initial_access,0
suspicious_process,1,2,48.50950888180162,2,0.11038667294716144,8.162470204457364,2,0.4991039439265701,0.8790640175003949,1,16,initial_access,0
privilege_escalation,2,5,60.279356357340234,4,0.2944133445632013,52.70115897919278,3,0.2771442241011118,0.5896265707478117,1,3,exfiltration,2
policy_violation,2,2,47.05512350663102,1,0.07735661884932965,533.9773114807679,3,0.4975275510741111,0.8442031121850937,0,6,lateral_movement,0
policy_violation,2,2,6.202149720323343,5,0.021421075715347997,1678.8846493110518,1,0.4427287904302333,0.7104524451914201,0,18,execution,0
privilege_escalation,3,4,38.28036096075647,2,0.0018367397980044325,859.6704282977372,2,0.4683594742728963,0.15741152255599264,1,23,initial_access,0
failed_login_burst,2,3,13.345499295823139,4,0.028414546562561725,122.95085026136607,3,0.13836540482320459,0.8691241729632089,1,20,execution,1
failed_login_burst,3,4,12.663829340029528,5,0.07040769904901815,7.715914252993439,1,0.27138295915398064,0.2693668748825346,0,3,initial_access,1
policy_violation,3,2,27.258881667709957,3,0.05689021501743486,72.10983611219888,5,0.13721858932914047,0.2571496063750794,1,4,recon,1
malware_detected,4,4,19.878488067102225,3,0.5503498743603378,155.60792459629164,2,0.3265641427542132,0.02054229075702816,0,13,execution,2
suspicious_process,3,5,11.301508585698073,2,0.01187179692614414,15.174839876936936,2,0.3772959426299988,0.2718235587006732,0,12,exfiltration,2
malware_detected,4,2,3.2854295481050273,2,0.10035756255999832,31.136194167189572,3,0.4630899672603294,0.8061373069160552,1,4,recon,1
suspicious_process,4,3,13.32575895471598,4,0.06847302670322714,10.797563611137925,2,0.13762944105691605,0.756960234238106,0,4,initial_access,1
malware_detected,3,3,36.87060045849254,2,0.18513711047860473,897.9577096684151,3,0.5879234130331199,0.2828121974171763,1,11,execution,1
policy_violation,4,3,1.3816603906037754,25,0.9554085888390967,1.773963431795246,3,0.04519626541927695,0.022409503696487833,0,1,execution,2
failed_login_burst,3,1,6.3879323470107705,4,0.000513098524042859,11.701026344634075,3,0.5595754409547746,0.4885964000016063,0,23,initial_access,0
malware_detected,3,5,16.482166898742157,2,0.0037676707387439643,14.192317335660587,2,0.3884681995634593,0.3317240146128398,1,6,execution,1
policy_violation,4,1,32.67462644070484,5,0.0011682258161875585,144.8370156059488,2,0.45299565405567793,0.5540524098273112,1,17,exfiltration,0
suspicious_process,4,4,25.343832955180158,45,0.8540860861380869,1013.6372470586675,3,0.1318460446983758,0.5309662702124683,1,14,initial_access,1
policy_violation,3,1,10.104625276294394,2,0.15092653899135816,108.24674230652582,4,0.07835872679904478,0.5654021133782092,1,2,exfiltration,2
failed_login_burst,3,1,7.93454937192499,2,0.10313274626077577,14.974119230598436,1,0.12451941994626063,0.5187652511348537,1,23,exfiltration,0
privilege_escalation,2,3,17.12496904511428,2,0.00919955682127237,30.65449700272437,4,0.047713022925919724,0.35934171886505045,1,1,recon,1
failed_login_burst,5,2,41.068183214283515,3,0.0038916612200105435,49.655756443591706,3,0.3432696818437565,0.39707890719250527,1,16,lateral_movement,1
failed_login_burst,4,5,24.57499990303157,54,0.609235594323614,74.18931574161411,2,0.06458791732026753,0.6870478754514964,0,2,initial_access,2
data_exfil,1,2,38.157148080138306,6,0.036181961528635946,3.380542668331837,4,0.47452291151514725,0.8393038901968778,0,7,initial_access,1
policy_violation,4,4,14.094217074528428,4,0.04410072820607701,3843.7993685097545,2,0.2874574418391189,0.30989403176669544,0,12,exfiltration,1
policy_violation,2,3,4.66419647442849,3,0.14331149514058342,1065.9255823188582,4,0.5425246011198244,0.12221768166025174,0,7,initial_access,0
suspicious_process,3,4,32.80576350811278,3,0.07792259659013479,22.272454434131337,3,0.5955697409740408,0.4408572283613593,0,15,initial_access,1
policy_violation,4,1,29.820587144785403,5,0.03135156322852832,115.41533643833834,3,0.28464776123838414,0.8189093525667409,0,2,recon,1
policy_violation,2,2,21.466152278684554,5,0.5395115036425885,41.25951909548946,2,0.11136151703460744,0.3042527455382612,0,13,execution,0
failed_login_burst,5,5,5.671223421615878,2,0.023330726204182698,2140.993159948799,3,0.5646552926914021,0.5541444453324108,1,8,execution,1
failed_login_burst,4,2,15.896167942370063,3,0.01517043574904462,163.3207371674835,3,0.060332919264642654,0.6702489705815782,0,9,exfiltration,2
data_exfil,3,2,9.922068325316172,3,0.028702702114879398,1173.6374219546933,3,0.09523355011983996,0.5891898728414388,0,6,initial_access,0
suspicious_process,2,2,9.923810747256919,3,0.03422221272710981,2.833267630464331,3,0.023306955128613627,0.5529987820799224,1,16,lateral_movement,1
failed_login_burst,4,2,7.901057261746688,2,0.010703281914106896,6.761589261915797,1,0.45387160919220043,0.5845931736848411,1,18,initial_access,0
malware_detected,3,5,8.224077892633803,4,0.0028006004722068794,702.5600156380823,2,0.09379695603117906,0.3487310670290808,1,23,execution,2
data_exfil,3,1,41.07698662929549,1,0.11098484955135837,38.76195562766126,3,0.11292155609844408,0.3583620537809984,0,9,initial_access,1
failed_login_burst,5,3,27.787519703698305,4,0.003096231099213391,1496.8275875577153,3,0.48429465318725373,0.47891744190710284,0,18,lateral_movement,1
malware_detected,3,3,23.782244173195238,3,0.1316218596119569,1339.528754187597,3,0.1027553593051163,0.6920059460776915,1,9,lateral_movement,1
suspicious_process,4,3,5.673138932719295,4,0.0009601651891377837,35.076722317074996,2,0.5037739880133822,0.4847067565538338,1,15,lateral_movement,0
data_exfil,3,3,24.18283037520093,2,0.1797575940962789,1582.1446121128215,4,0.47766086532586705,0.37382083822524215,0,20,recon,1
failed_login_burst,1,4,52.25071453913161,1,0.0518430338280758,3738.8439535024245,1,0.10519174978771395,0.36141931516182146,1,21,recon,0
suspicious_process,2,2,3.6115746404187417,55,0.6906600917114326,15.265922714024436,3,0.2841574099350106,0.28669957319220907,1,9,recon,0
privilege_escalation,2,2,25.05728342683369,4,0.0212162436889136,2.3091085977586006,4,0.03087749794507553,0.9113052258516523,0,4,initial_access,2
suspicious_process,3,3,39.72044675806577,3,0.07157221069932485,4.626304942286998,3,0.2324228612609059,0.7862434314930391,0,13,lateral_movement,1
privilege_escalation,2,2,13.365001495622264,3,0.07498203061856666,72.1874245550594,5,0.13534389930960714,0.37321199720607195,0,5,recon,1
malware_detected,4,5,32.21936516837043,4,0.11645691688620459,73.99878565609814,2,0.31526256370275235,0.4530804239252182,0,15,lateral_movement,2
privilege_escalation,3,2,52.600776468880184,2,0.027579636530293754,11.102693986528585,1,0.5500257605131182,0.6810210914763046,0,21,recon,1
privilege_escalation,1,1,25.257590779933004,3,0.00012042916987071347,81.08506982424007,3,0.3103976313553443,0.21979957599736968,0,23,execution,1
suspicious_process,2,5,55.67665182614218,0,0.1935988532925304,1124.9308926618714,2,0.12244098921885885,0.8187444049513147,0,18,exfiltration,2
failed_login_burst,4,2,10.47040303864925,5,0.05241395158878969,44.93998691467904,3,0.10820918674392382,0.6330310428019437,0,23,lateral_movement,1
failed_login_burst,5,3,18.95030744520831,39,0.39921561545620643,1342.6906193141178,2,0.03800609032712991,0.6942097201887936,0,12,initial_access,2
privilege_escalation,2,3,5.500420348511765,3,0.008617023822799672,969.0740182760895,4,0.5516761717566431,0.5917915753181846,1,6,recon,1
policy_violation,2,4,17.618300575906563,5,0.004375704513147146,1.2976906338673422,2,0.09495999041299816,0.6493008946859637,0,20,execution,2
policy_violation,2,3,8.738584843463546,2,0.003343819535177383,50.342359595879614,2,0.09681056069776893,0.11187871918674498,0,21,initial_access,2
suspicious_process,2,5,32.60485748832805,4,0.03275632161396813,49.12802129584592,4,0.26178704497427635,0.3601302383068449,1,12,lateral_movement,1
privilege_escalation,3,3,10.823577408759915,1,0.06181489971272687,999.9441089714722,3,0.5174344534039439,0.6529890031442717,1,23,initial_access,0
malware_detected,2,5,31.152680441120328,1,0.1753152435290215,71.0269775356185,2,0.08004532554419366,0.712645168824866,0,19,recon,1
failed_login_burst,3,2,31.9052379820844,3,0.049761454128229764,68.47846031192624,1,0.4430132640180668,0.6300660906075572,0,16,recon,0
malware_detected,4,1,9.103991027438214,34,0.2899939085477331,155.50421196601644,4,0.5455883754677301,0.3221437236936821,0,18,initial_access,1
suspicious_process,2,3,13.784505487221658,4,0.1620864212292953,63.892357256747765,4,0.40835243251565345,0.2326167422279364,0,22,recon,1
policy_violation,2,3,61.81450734896811,5,0.01725457920935425,38.43934221403232,3,0.0724662962505556,0.2958862282983594,0,21,execution,2
malware_detected,2,2,33.77771388423156,3,0.0004484184861078015,62.0437842002146,4,0.08670534147856837,0.6857170177001362,0,6,exfiltration,2
privilege_escalation,1,2,10.766044162973824,2,0.03178262425990874,670.82939271213,3,0.4380610537820254,0.48215041909023754,0,16,exfiltration,1
suspicious_process,5,3,16.131893852242474,3,0.0013300042806618645,50.89449154598243,2,0.01006961902645831,0.5998644025102243,0,13,exfiltration,2
malware_detected,3,2,5.5734926928154715,4,0.010825389083371094,28.528789723638816,4,0.11922722630429648,0.5013799162828151,1,18,initial_access,1
failed_login_burst,4,2,3.254300374444491,3,0.10433032530849143,1315.0496503423792,3,0.12800757833724608,0.30094417892095643,0,3,initial_access,1
privilege_escalation,2,3,21.77913557675326,3,0.02497311439665175,18.270986016074534,2,0.370904626952019,0.7750076730892183,1,23,initial_access,1
failed_login_burst,3,4,4.979140540793357,3,0.10582100012248544,1640.5178360048512,3,0.3181240465345033,0.7649260614649633,0,3,recon,1
failed_login_burst,4,4,11.077862281156516,2,0.4837584271834441,877.8697866211999,3,0.5270652032026681,0.18555617501475297,0,13,recon,1
failed_login_burst,2,1,37.63500932341565,1,0.021827351518732697,105.70091345538006,4,0.09075503396617117,0.656884553799719,1,1,recon,1
malware_detected,2,4,21.2166552281202,7,3.910175113846969e-05,1064.074248054794,4,0.3887275774206663,0.5482968080901126,0,8,exfiltration,2
data_exfil,5,5,34.914864174528084,7,0.06217305405801115,19.676814526842794,4,0.1062940515722113,0.046506263282537895,0,21,initial_access,2
privilege_escalation,2,4,25.041959416279703,3,0.08841475227470129,118.9054740960788,4,0.45946071147896467,0.45337750574682006,0,23,initial_access,1
malware_detected,3,4,5.594042552114436,3,3.398039381168478e-06,36.84038543799731,2,0.20369796864092216,0.5541739853950539,1,12,initial_access,1
suspicious_process,3,2,31.43509500239662,5,0.0033777626176530167,39.956229857918025,2,0.10667796074402981,0.6852367995653579,0,10,recon,1
policy_violation,1,5,17.380950849094223,3,0.07978674402627216,84.74577481563854,2,0.3921827991126751,0.6911472140638684,0,12,lateral_movement,1
malware_detected,3,2,19.053281696826748,1,0.008752631660944586,19.269011440833413,3,0.4747868078185316,0.4163762364454482,0,19,recon,1
privilege_escalation,2,2,1.674033639708564,0,0.0529651724884408,51.84692183708778,3,0.31500238077402387,0.30164297687149455,1,16,recon,0
suspicious_process,5,1,20.345760098637015,5,0.0006929335084337594,25.813823401911296,3,0.2292587531700474,0.8793041396641286,0,15,execution,2
failed_login_burst,2,4,15.99494036268571,3,0.028910144881236433,38.306417563755005,4,0.20971071874451327,0.7652376116405076,0,21,exfiltration,2
privilege_escalation,3,2,9.626273860337829,2,0.053512297220806374,22.26993473998571,4,0.4350492950455561,0.5662697829070313,0,22,recon,1
suspicious_process,1,2,17.096304051213547,6,0.10930782332190025,2.4315870212231734,2,0.3435764813232343,0.518109043853771,0,12,recon,0
malware_detected,2,1,34.347953643462326,5,0.0715497159324805,87.36874634156631,2,0.10256137351635063,0.31488640218740166,0,6,initial_access,1
policy_violation,2,4,26.694418334537616,2,0.2717007591139984,960.8320270326894,2,0.5094035308819111,0.45365871790486456,0,3,initial_access,1
malware_detected,4,4,5.5309746874456795,2,0.03263258581807824,18.635708587330058,2,0.4251072779311983,0.4615081076302074,0,0,initial_access,1
data_exfil,2,2,19.582366660377744,3,0.07145095723520331,10.434095720937169,2,0.014107589486561874,0.3378369375123261,0,21,initial_access,1
privilege_escalation,5,4,34.122839372599245,4,0.05435055553959044,17.17567053322556,1,0.2566047178231353,0.4728767327093385,0,9,execution,2
failed_login_burst,3,2,55.926948829742564,2,0.02755940931258753,259.95566915952566,3,0.38378470024843925,0.4946278165072505,0,12,exfiltration,2
privilege_escalation,2,3,15.544824783953509,3,0.05935773044050439,1.0916317665863655,3,0.02339526502445379,0.8967726902290369,1,9,exfiltration,0
failed_login_burst,3,1,28.434227727862854,4,0.015165629916119585,3315.9284469652334,2,0.30797674214391274,0.535520501997822,1,21,initial_access,0
suspicious_process,5,3,4.595220385897205,1,0.028403985582359403,39.41185023980945,3,0.5843344333271169,0.8341969746585087,0,4,lateral_movement,1
privilege_escalation,3,2,25.937218785857763,3,0.21631307055904936,50.98481690696109,3,0.5262114854939446,0.2568027563683866,1,21,execution,1
malware_detected,4,4,36.31416081797788,4,0.006021579487845181,101.61009278717725,4,0.064744063631803,0.41391844362037583,0,10,initial_access,2
policy_violation,1,3,36.38968671146684,3,7.283411384279192e-05,1516.2084479044274,2,0.27973643990981245,0.6904524584931282,0,9,execution,1
policy_violation,3,4,34.068552859667555,2,0.29163912714500867,1142.4554690349862,4,0.028112441583041332,0.9209208248122486,0,12,exfiltration,2
malware_detected,2,4,18.86284096415173,2,0.11265658885910418,281.5839757574794,2,0.03382641800774431,0.34642046324818937,0,16,execution,2
malware_detected,3,1,18.859297165729455,3,0.003922213534959339,29.873770236457997,3,0.2538067810906024,0.62094551449143,1,22,execution,1
suspicious_process,2,2,22.38827558934374,5,0.09778757980829643,10.379672393271635,4,0.551512478504498,0.5476405713841296,0,9,lateral_movement,0
data_exfil,2,3,37.947009711645116,0,0.01903828962574325,61.24028010322413,3,0.11387971388792026,0.23426821865112235,0,17,lateral_movement,1
policy_violation,4,2,28.23416287299375,2,0.1696879769797914,21.737652734724072,4,0.40944216491970126,0.5614257443657076,1,4,recon,0
suspicious_process,5,2,56.42560901243242,0,0.02440120713065134,624.1188204683652,5,0.08881867176433983,0.2651984933717719,0,21,exfiltration,2
policy_violation,3,5,42.32435232598148,5,0.0002536252413972092,4.5144115534527245,3,0.1472822037724459,0.6315083997224358,0,15,exfiltration,2
failed_login_burst,4,3,30.54034154466106,1,0.093913229876744,605.3871376116783,3,0.5975461428314499,0.4383671565010518,1,10,exfiltration,1
malware_detected,4,2,41.57289213313039,0,0.2065513815745181,571.5507652878562,2,0.5796034459699158,0.4726698636125344,0,18,initial_access,1
failed_login_burst,1,3,6.385858499368712,1,0.0068857476344556965,118.39766744329478,2,0.4055384964849079,0.7224822859743417,1,11,exfiltration,0
data_exfil,1,2,38.681331311837205,4,0.05897765261425376,1148.71915158019,4,0.427207994314611,0.9557064173815508,1,13,execution,1
suspicious_process,2,5,22.67703696265489,3,0.051650907529129084,16.14238046079014,3,0.5398216221051324,0.2128437165318462,0,21,recon,1
malware_detected,4,4,47.689104555244256,2,0.3346373077347037,37.21643735637165,3,0.5928129567097413,0.6049186509282296,0,20,lateral_movement,1
malware_detected,4,2,17.568294653825532,24,0.917973758144276,1160.9543181323693,2,0.10203654547100645,0.37827841110318516,0,17,initial_access,1
failed_login_burst,1,3,16.173462884199242,2,0.00902506736796574,55.781250148985585,4,0.22123440614691653,0.4721059619328929,1,18,execution,1
suspicious_process,3,2,48.34875430937874,5,0.005585170123730767,21.214300392665574,4,0.12219255942458108,0.33895904672549215,0,18,exfiltration,1
failed_login_burst,3,3,6.073869990723542,3,0.41458812359842795,17.55316233201934,1,0.5395376351176052,0.3225636513725339,0,14,exfiltration,0
failed_login_burst,2,2,16.836484987054266,4,0.007497233996764076,112.577794979676,4,0.11845915632131028,0.2823117514401206,0,11,exfiltration,1
failed_login_burst,3,3,39.776422612521614,5,0.08144508824231615,1443.325023761347,2,0.4241599498712879,0.3888192697530271,0,19,execution,1
failed_login_burst,5,3,20.003330211260035,3,0.21451781389380312,17.070617070732112,3,0.4268116933066574,0.7325841043078051,0,20,lateral_movement,1
malware_detected,4,4,22.527135360543436,1,0.10633154429863594,29.995924400556472,2,0.5463472158577579,0.5611259270989457,0,12,initial_access,1
malware_detected,2,3,53.909464349273804,6,0.021141004983751942,34.85650726891144,3,0.5897991120310269,0.1923551596680662,0,7,execution,1
privilege_escalation,3,3,28.271008567755263,6,0.0003101749775032319,1221.5089251621973,2,0.04362844581597777,0.3632987003941344,0,4,initial_access,2
failed_login_burst,1,5,24.396388678804485,27,0.6145907481183055,3.2362828370691252,2,0.32795555593725945,0.22988474489831898,0,11,exfiltration,2
failed_login_burst,5,1,16.796635795494126,1,0.0030610866083294825,40.69560135648368,2,0.36036990291850535,0.27065452723673433,0,19,initial_access,1
privilege_escalation,2,2,0.41782386181172976,3,1.1257998280923311e-05,63.63832677677276,3,0.5529405908407404,0.8312871067160502,0,13,initial_access,1
failed_login_burst,4,3,22.871320907998655,5,0.027348841485354117,1331.759671049733,2,0.46806961483587767,0.542821884034211,0,8,lateral_movement,1
data_exfil,2,4,10.858048272532075,1,0.007533388227674325,91.31849440351122,4,0.20202861308196268,0.5554916068273122,0,21,initial_access,2
failed_login_burst,2,3,40.40223031101359,2,0.0012279262203002158,205.79451700898335,3,0.4781022906590347,0.546837226336251,0,20,initial_access,1
privilege_escalation,2,3,33.178163692833415,1,0.05136821543612292,13.53774400566997,2,0.12681098012987688,0.23433610916971892,0,7,initial_access,1
privilege_escalation,3,2,19.474712842640574,0,0.03768807952957144,176.6531702956825,1,0.3375581208268579,0.5693582929755656,1,2,exfiltration,1
malware_detected,3,5,5.841296768874842,2,0.06360429786089418,1706.6343374157395,3,0.058515555037288405,0.8465544880437668,0,19,recon,2
failed_login_burst,3,5,36.159885425062676,4,0.025152920208830497,83.04593547064695,3,0.018401782589564805,0.7903265468202026,0,9,initial_access,2
failed_login_burst,3,4,4.7352318429088,3,0.049346669052303886,926.446936544729,3,0.2998609330101715,0.6683074989535496,0,22,recon,1
suspicious_process,2,4,10.674330638430565,3,0.16118561248084004,978.9848885657898,3,0.1459358808579178,0.3561309922269727,0,8,initial_access,1
failed_login_burst,2,1,62.915838151594215,0,0.04929101349511809,86.9266111034452,3,0.11036445022515715,0.3272664482850701,0,12,lateral_movement,1
malware_detected,2,1,14.985891585047206,6,0.12357418223040846,35.92801663397589,4,0.024100603763623878,0.6478274738000053,0,9,execution,2
malware_detected,5,5,36.88411288180564,5,0.103510425401506,82.28580389251789,3,0.5194145645295192,0.5014778555346683,0,19,initial_access,0
privilege_escalation,4,2,16.33823542530491,0,0.00030414415136206026,808.1887651062805,2,0.2533926567610871,0.7508951914606816,0,5,execution,2
malware_detected,4,4,15.056309351768704,40,0.42029198709968374,72.41420594546611,1,0.27844472965668404,0.5449929784931071,0,18,lateral_movement,1
policy_violation,2,3,12.715488757986506,5,0.01834036464584321,26.564870436619998,2,0.432547917540571,0.5102478396387505,0,13,initial_access,0
policy_violation,3,1,9.72473438811495,2,0.08361276516519145,2.3547917776215668,4,0.11643681657644939,0.43028297646861247,1,6,initial_access,0
privilege_escalation,3,4,22.728684500285105,2,0.07548652676310803,101.76786354056493,4,0.3560275153112234,0.668737565319906,0,20,initial_access,2
privilege_escalation,2,3,53.76781098599474,57,0.30660538358924083,850.525888995929,3,0.05327733158759777,0.70361076045633,0,5,exfiltration,2
failed_login_burst,3,4,28.07598270806764,0,0.05510930348058163,59.17884230568588,2,0.38627112927505214,0.6083945381894144,0,20,lateral_movement,1
malware_detected,5,4,31.721211209479694,3,0.011119188213826216,100.62857158405293,3,0.21770853721939454,0.21668789368328048,1,18,exfiltration,2
data_exfil,3,3,14.345032196851454,2,0.33439417706452124,26.084109972579462,4,0.4454817090392972,0.8738100603261265,0,15,execution,2
failed_login_burst,3,3,5.955985637342836,3,0.030392698825979468,138.03175885152103,3,0.31985609328033726,0.4023332125190798,0,19,recon,1
privilege_escalation,1,3,31.971616709009687,3,4.6839990137207e-06,17.317948501243052,3,0.010072369757352933,0.6975728997910733,0,17,initial_access,2
suspicious_process,4,3,20.02279564119021,1,0.1897167975679401,70.48434967421417,2,0.5625844492534995,0.3592313630981393,0,4,recon,0
failed_login_burst,4,3,42.49664908758398,3,0.00728842882059124,29.794121398396285,2,0.26831039357126957,0.5328486074660709,0,20,execution,1
malware_detected,2,1,10.670628158728544,2,0.06030571117211389,1046.999254365102,2,0.36107074960279256,0.39126855409848044,0,0,recon,1
policy_violation,1,2,11.389001445885013,2,0.1789422122439972,10.330604947980838,3,0.3496577943915192,0.5547462624427475,1,7,recon,0
failed_login_burst,3,2,52.713784829775754,3,0.00670022990624599,1568.7269024932382,3,0.35049166413558686,0.6963735816557612,0,20,execution,2
failed_login_burst,2,2,34.44566707681072,57,0.807591525734421,39.53670396189815,2,0.34090113333852623,0.6448184856531606,0,10,recon,0
failed_login_burst,4,4,51.21140873362923,2,0.6506314128222268,2934.2866666457376,2,0.2856497178731385,0.4783964867535697,0,4,recon,2
suspicious_process,2,2,57.578272338724965,5,0.13997744478154056,616.4433901693053,3,0.35364737433623517,0.6515957932024062,0,14,recon,1
failed_login_burst,2,1,10.181976559482717,1,0.06969278499064029,1033.559208416988,3,0.24793341517298564,0.549241206307812,0,21,initial_access,1
